proposition,auteur,age
"Il faut interdire les publicités pour la viande et ses dérivés ainsi que les produits laitiers, sources de grandes pollutions et souffrances",Patricia,
"Il faut instaurer un revenu universel vital en monnaie locale,inconditionnel et faiblement thésaurisable en €,cumulable avec autres revenus",Ja,
"Il faut instaurer un revenu maximum, pour organiser une meilleure répartition des richesses et freiner la surconsommation ",Florian,
"Il faut supprimer l'expérimentation animale à outrance, des alternatives existent à mettre en vigueur tout de suite ",Patricia,
Il faut annuler les dettes et repartir sur un système financier basé sur l'économie réelle.,Guillaume,
"Il faut cesser de considérer le PIB comme un indicateur pertinent, et mettre en avant l'empreinte environnementale de chaque pays",Hugo,
Il faut mettre fin à la folie du Black Friday et encadrer les soldes et promotions intempestives qui poussent à une consommation déraisonnée,Léa,
Il faut valoriser l'intelligence collective au sein des organisations pour que les décisions et problématiques répondent aux besoins de tous,Julie,
Il faut interdire la publicité lumineuse,Anne,55
"Il faut créer davantage de lieux de culture et d'éducation populaire : MJC, maisons de quartiers, foyers ruraux",Anne,55
Il faut conditionner la réélection des politiques à leur faculté à prendre en compte le bien être des citoyens.,Colibri,41
"Il faut sortir des indicateurs que sont le PIB et la croissance. Ceux-ci ne sont plus viables, au temps du réchauffement climatique.",Shiroken,
"Il faut valoriser la filière du lin français, en développant la production complète en France: fibre écologique, avec peu de besoin en eau.",ProGaïa,
"Il faut mettre en place un revenu universel, permettant à chacun de ne plus avoir à se soucier de sa survie.",olivier,
Il faut libérer tous les animaux des zoos qui sont des prisons pour eux. Tout en faisant attention à eux.,valentin,35
"Il faut réduire les déplacements professionels, en stimulant le travail à distance",emmanuel,38
"Il faut contrôler les intérêts financiers des membres de comité scientifique santé, afin qu'aucun lobby ne puisse interférer.",ProGaïa,
"Il faut généraliser l'utilisation de contenants clients en super/hypermarchés, pour réduire le recours au plastique",emmanuel,38
Il faut interdire la création de nouvelles zones commerciales en ville et en périphérie : il y en a déjà trop,Anne,55
"Il faut penser, dans nos propositions, que tout le monde n’a pas une garantie d’emploi",Francois,68
"Il faut informer les citoyens sur la réalité de l'industrie d'élevage, avec les conditions d'élevage et d'abattage, et ses conséquences.",Louise,31
"Il faut démocratiser les chaînes de TV : lutter contre la pensée unique, émissions qui abâtardissent",Patricia,
Il faut proposer aux résidents de quartiers difficiles de pouvoir s'intégrer en zones rurales et participer au soutien des agriculteurs.,Jean-claude,
"Il faut qu'une des solutions pour manger sans s'empoisonner la santé avec les pesticides, soit d'aider les agriculteurs qui produisent",Anne ,
Il faut renforcer les règles pour que les lobbies n'influencent plus les politiques.,lise,
Il faut supprimer les régimes spéciaux et verser l’argent obtenu au régime général.,Francois,68
"Il faut interdire l'usage / la production de pesticides par les mairies et le secteur public, toute entreprise dont l'Etat est actionnaire",Mémé,
Il faut cesser de parier sur la croissance du PIB et la compétitivité infinis et investir dans les PME et les acteurs de l'ESS ,Charles,
"Il faut revoir le système bancaire actuel, réduire la puissance des banques, imaginer d'autres moyens d'échange",Augustin,
"Il faut proposer des achats groupés au sein des communes rurales, afin de partager le gros matériel comme des tondeuses, remorques, etc",Céline,43
Il faut continuer à acheter et à encourager la production locale ,Patricia,
Il faut construire un habitat autonome et résilient.,Pierre,
Il faut remettre en cause notre surconsommation de vêtements (2ème industrie la plus polluante). Acheter moins et mieux !,Amandine,31
Il faut stopper les pesticides en France et exiger un air sain en soumettant les usines et autres à ne pas polluer.,Hélène,
Il faut imposer que 100 % des aides de l'état aux entreprises aille vers la dette et vers l'investissement et non en dividende,Patrice,63
"Il faut repenser l'éducation, car nos enfants sont l'avenir. Bienveillance, développement personnel, équilibre et non individualisme.",Joris,
Il faut défendre la liberté de l'art par les artistes hors institutions,Olivier,
"Il faut arrêter de compliquer les démarches administratives avec des tonnes de CERFA, documents annexés, etc....",Nelly,
"Il faut relocaliser les secteurs stratégiques (notamment la santé/alimentation) en Europe, afin d'en finir avec cette mondialisation folle ",Marc,
"Il faut privilégier les semences anciennes, pour nourrir les citoyens sans pesticide, avec moins de besoin en eau.",ProGaïa,
Il faut remédier aux distorsions salariales qu'on a laissées se développer (et réduire le salaire des sportifs),marystella,80
"Il faut dézinguer le recours aux pesticides et innover avec d'autres méthodes; agroforesterie, agriculture pacifique ou permaculture.",Nouvel œil,
Il faut réguler la population en limitant les naissances.,Patricia,
Il faut que les aides apportées par l'Etat à des entreprises polluantes soient sous conditions d’engagements écologiques fermes.,Camille,
"Il faut favoriser l'habitat mutualisé. Exemples : 1 lave-linge par tranche de 4 foyers , 1 ponceuse pour 10 ...",Patricia,
Il faut rompre avec l'ignominie des enrichissements indécents,Patricia,
Il faut un conseil de sages à la tête de notre nation à l'instar d'autres formes sociétales (exemple : les mozabites),Patricia,
Il faut trouver de vrais indicateurs de mesure du progrès pour détrôner  le PIB,Mémé,
Il faut favoriser les constructions d'habitats énergétiquement autonomes,Patricia,
Il faut interdire le soja transgénique issu de la déforestation ce qui réduira taille et profit de l'industrie non vertueuse de la viande,Patricia,
"Il faut interdire la revente des actions moins d'un an après leur achat, pour éviter la pure spéculation",Jean-Luc,67
Il faut en finir avec les privilèges duent aux politiciens. Transparence et décence des salaires et cessation au terme de leurs mandats.,Annie,
Il faut préserver les générations futures et leur léguer une planète la plus protégée à ce jour. ,Edouard,
Il faut interdire les prospectus publicitaires et tracts/affiches de campagne pour éviter ce gaspillage papier et préserver les forêts.,Philippine,30
Il faut développer les recycleries pour pouvoir diminuer les extractions de matières premières non renouvelables.,Antoine,17
Il faut que les grandes surfaces vendent plus de produits locaux sans les vendre à des prix exorbitants.,Antoine,17
Il faut rétablir une imposition dès le premier Euro perçu pour avoir les moyens d'une action de l'état ciblée sur les citoyens,Jacqueline,67
"Il faut mettre des poubelles à la sortie des supermarchés, afin de laisser les suremballages pour qu'ils les recyclent eux-mêmes",PattyDuBoisJoli,57
Il faut que les grandes surfaces donnent intégralement leurs restes alimentaires pour éviter qu'ils n'atterrissent à la poubelle,Antoine,17
"Il faut renforcer l’attractivité rurale afin de développer des formes d’activités socio-économiques et environnementales, indiv et collectiv",jeff,
Il faut interdire les lobbys. Ceux-ci doivent devenir tout simplement hors la loi car leur intérêt est pécunier et non humain.,Thibaut,
Il faut développer la prospérité et non la croissance en changeant l'indicateur PIB par des indicateurs sociaux et environnementaux,jeff,
Il faut que les journalistes reviennent à leur mission d'information et d'analyse; ça suffit les chroniqueurs auto-proclamés,Khadija,59
"Il faut renforcer la démocratie locale, plus de pouvoir pour trouver des solutions locales et renforcer la résilience indiv. et collective",jeff,
"Il faut débloquer plus de moyens dans la recherche et développement d'une agriculture écologique, responsable, intelligente.",Antoine,
Il faut supprimer les pubs papier qui envahissent les boites aux lettres,PattyDuBoisJoli,57
Il faut autoriser toutes les reprises d'entreprises au format Scop ou Scic avant l'intervention de fonds financiers étrangers,Damien,44
Il faut recréer les industries textiles en France : actuellement le lin part en chine . Relancer l'élevage des vers à soie ...,claire,
"Il faut proposer aux sans-emploi, contre rémunération, des missions pour le bien commun et des groupes de réflexion pour de nouveaux métiers",Marco,50
Il faut développer le transport de frets en imposant de mettre les camions sur des trains qui font plus de 300km sur le territoire français ,Alain,63
Il faut favoriser les commerçants se déplaçant dans les campagnes isolées avec leur camionnette : proximité et services,PattyDuBoisJoli,57
Il faut instaurer un véritable revenu universel pour tous.,Marion,34
Il faut réfléchir à transformer la TVA car c'est l’impôt le plus inéquitable,Matlum,
Il faut poursuivre la décentralisation (donc diminuer les administrations parisiennes) et donner de vrais pouvoirs aux collectivités locales,Francoise,
Il faut revaloriser le travail bien fait ! et mettre un terme définitif à la politique du chiffre ! ,Annie,
"Il faut instaurer un revenu universel pour une société + égalitaire, + sobre et des individus faisant le choix d'activités ayant du sens.",Philippine,30
"Il faut restreindre la dénomination ""restaurant"" qu'à ceux cuisinant sur place et non pas à ceux réchauffant des plats venant d'usines",PattyDuBoisJoli,57
Il faut limiter au strict minimum nécessaire la production de tout...au lieu de travailler à produire des choses inutiles et polluantes.,Isabelle,
